 Cloud Cover High [high cld lay], Direct Shortwave Radiation, FAO Reference Evapotranspiration [2 m], Relative Humidity [2 m], Relative Humidity [2 m]_1, Relative Humidity [2 m]_2, Soil Moisture [28-100 cm down], Soil Moisture [28-100 cm down]_10, Soil Moisture [28-100 cm down]_9, Soil Moisture [7-28 cm down], Soil Moisture [7-28 cm down]_7, Soil Moisture [7-28 cm down]_8, Soil Temperature [100-255 cm down], Soil Temperature [100-255 cm down]_3, Soil Temperature [100-255 cm down]_4, Temperature, Temperature [2 m elevation corrected], Temperature [2 m elevation corrected]_1, Temperature [2 m elevation corrected]_2, Temperature_5, Temperature_6, Vapor Pressure Deficit [2 m], Vapor Pressure Deficit [2 m]_1, Vapor Pressure Deficit [2 m]_2,Incendio
99.875,589,2.3789434,75.49516,58.83397,67.46349,0.213,0.21274997,0.212,0.369,0.362,0.36604166,19.9,19.87,19.884167,21.64,17.819105,12.9591055,15.41452,8.45,13.940414,7.1248436,3.2305527,5.030207,0
99.208336,453,1.6011908,92.48208,69.493065,82.4909,0.218,0.21495831,0.213,0.423,0.362,0.38812503,19.87,19.84,19.853334,19.37,16.689106,13.139105,14.544938,10.13,13.103749,5.0397243,0.98454094,2.5908787,0
98.875,465,1.629669,94.62547,65.67955,83.970764,0.232,0.22324999,0.218,0.446,0.416,0.4290417,19.84,19.8,19.817083,15.15,17.839106,12.049105,14.462438,9.44,11.824166,6.1044216,0.65454006,2.4091616,0
98.125,304,1.7004675,91.60681,74.12704,84.03542,0.246,0.23845834,0.232,0.445,0.432,0.438875,19.79,19.75,19.77375,17.15,18.739105,13.879105,15.692855,9.1,12.870833,4.7775526,1.1550694,2.5555127,0
98.166664,595,1.9733608,93.87105,60.318657,84.42994,0.268,0.25708333,0.247,0.453,0.441,0.44750002,19.75,19.7,19.726248,21.2,18.229105,13.499105,15.486187,10.37,13.673333,7.235922,0.82986164,2.527412,0
67.541664,3583,3.9327738,93.845894,49.615406,74.97708,0.276,0.27266672,0.268,0.44,0.421,0.4305,19.7,19.65,19.673334,29.03,21.869104,12.759105,16.81994,8.09,15.723751,11.550613,0.7953062,4.7235513,0
79.125,1742,2.9097784,92.93675,63.360588,84.25873,0.282,0.27916673,0.276,0.427,0.419,0.42233327,19.64,19.59,19.617498,25.39,20.119104,14.529105,16.640772,9.6,15.511666,7.2281885,1.0138426,2.7621062,0
98.791664,836,2.3651311,90.94982,59.31514,81.141624,0.301,0.2904167,0.282,0.459,0.426,0.4440833,19.59,19.54,19.565414,16.34,18.769106,14.059105,15.684105,11.32,13.102081,7.678253,1.261178,3.1013367,0
90.583336,4099,4.2541194,92.65858,40.5973,70.68883,0.308,0.3059167,0.302,0.444,0.421,0.43337503,19.54,19.49,19.51375,28.44,22.889105,12.979105,17.326189,7.06,15.4245825,14.273184,0.9512701,5.833086,0
63.958332,4104,4.540824,73.9308,36.612133,56.888935,0.311,0.30987495,0.309,0.421,0.404,0.413125,19.49,19.44,19.462084,27.19,23.169106,13.599105,17.911606,5.97,15.585419,15.552937,3.53125,8.270344,0
56.041668,4179,4.310049,85.19048,53.219486,70.08672,0.312,0.31124994,0.311,0.404,0.392,0.39879164,19.44,19.39,19.412085,31.57,22.489105,14.269105,18.240355,8.16,16.940416,9.618242,2.0897293,5.7834907,1
62.208332,7687,6.2991242,89.73905,22.532143,60.820866,0.312,0.31170827,0.311,0.393,0.381,0.38929164,19.39,19.35,19.36625,33.29,27.749105,13.299105,19.815771,6.59,17.85375,25.369352,1.3580971,9.615588,0
10.791667,5821,5.0484614,65.958435,38.976337,52.39253,0.312,0.31095827,0.31,0.381,0.369,0.37629166,19.34,19.31,19.325418,30.54,23.989105,13.839105,19.014105,5.29,16.563332,15.109902,4.6693716,9.5517235,0
27.416666,7779,6.288182,76.83067,22.86415,49.520695,0.31,0.30949998,0.309,0.369,0.356,0.36366668,19.31,19.27,19.290834,34.72,28.319105,13.379105,20.519104,5.42,18.062914,25.990717,3.282281,12.370388,0
44.083332,6634,6.1334724,69.6974,22.707623,42.261898,0.31,0.30920833,0.308,0.356,0.343,0.35050002,19.27,19.25,19.258749,35.45,28.899105,13.059105,21.577438,5.77,18.525,26.994987,4.1840324,14.522309,0
54.25,3905,4.3547792,83.93595,36.881496,63.076885,0.308,0.3042917,0.3,0.343,0.331,0.33725,19.24,19.22,19.232086,33.52,24.799105,13.309105,19.109938,7.65,17.855417,15.035607,2.1275806,7.696064,0
74.458336,5545,5.2996855,93.16299,34.813774,65.67983,0.3,0.29958323,0.299,0.332,0.327,0.33054167,19.22,19.2,19.209585,33.96,26.369104,13.069105,19.048689,8.34,18.333332,19.370367,0.8912201,7.808639,0
78.041664,2116,3.2666707,86.444626,54.065346,71.42126,0.299,0.2989999,0.299,0.33,0.328,0.32924998,19.2,19.18,19.189165,25.05,21.409105,14.079105,17.27244,8.05,15.032084,10.233836,2.040906,5.1381183,0
34.833332,2570,3.4615872,89.91896,45.94637,70.45981,0.299,0.2989999,0.299,0.33,0.326,0.32870838,19.18,19.16,19.170004,27.38,21.969105,13.969105,17.153688,9.16,16.0175,12.468784,1.4002132,5.5388722,0
30.791666,5219,5.0626745,84.24915,40.963924,62.855503,0.299,0.2983333,0.297,0.326,0.318,0.32391664,19.16,19.14,19.150415,33.44,24.609104,14.699105,19.04577,8.29,17.905415,15.83563,2.3269567,7.908108,0
50.625,1786,3.2966278,93.8665,52.48037,76.02831,0.298,0.2970833,0.297,0.324,0.318,0.32025,19.14,19.12,19.132917,28.67,21.399105,14.549105,17.71327,9.72,16.525002,9.7235985,0.881546,4.484305,0
79.833336,4425,4.4686255,93.27693,50.953217,74.86436,0.298,0.29779163,0.296,0.339,0.325,0.3329167,19.12,19.11,19.114578,29.64,23.319105,13.699105,17.75619,10.17,16.742083,12.295646,0.9307337,5.096811,0
97.791664,2750,3.8557754,91.00021,55.71116,77.24871,0.296,0.2948334,0.294,0.353,0.341,0.34820828,19.11,19.09,19.097084,28.26,21.579105,14.379105,17.452436,10.03,16.410416,9.842099,1.3131561,4.298292,0
76.041664,3350,3.7908058,89.20258,59.962704,75.35087,0.295,0.2944584,0.294,0.355,0.351,0.35362503,19.09,19.07,19.080416,28.16,20.909105,14.059105,16.829523,9.79,16.562498,8.395437,1.5026817,4.356493,0
21.833334,4764,4.347895,87.981224,42.65478,67.01925,0.295,0.29454172,0.294,0.351,0.344,0.34895834,19.07,19.05,19.06208,26.83,21.609104,14.019105,17.07369,9.41,16.757498,12.935879,1.70152,6.0899367,1
7.125,5810,5.132569,76.70397,33.683075,56.573055,0.294,0.29362503,0.292,0.344,0.332,0.33991662,19.05,19.04,19.045004,30.23,23.059105,13.259105,17.730772,7.38,16.492918,16.316332,3.075204,8.328238,0
18.416666,6076,5.2512445,75.08859,27.919357,52.10403,0.292,0.29083332,0.29,0.332,0.322,0.32825002,19.04,19.02,19.027496,30.84,22.559105,12.969105,17.49119,5.51,16.831251,16.810688,3.225769,9.0423,0
47.875,6648,5.6196876,81.861046,30.154984,55.85217,0.29,0.28866673,0.286,0.322,0.309,0.317125,19.02,19,19.01292,33,24.689106,11.739105,18.113272,5.15,17.289583,19.03609,2.163659,9.138185,0
80.875,5543,5.231679,88.60364,33.716072,61.114334,0.288,0.2864584,0.284,0.309,0.3,0.30587497,19,18.99,18.996664,33.89,24.989105,12.649105,18.685354,7.6,18.456667,17.806026,1.4494505,8.522832,0
75.416664,5965,5.4893174,83.68837,30.49728,59.158463,0.284,0.28124994,0.278,0.3,0.286,0.29416668,18.99,18.98,18.983337,35.13,26.689106,14.049105,19.222857,8.91,19.043333,21.298359,2.3236303,9.012623,0
89.125,4923,4.553589,83.85273,40.109905,63.855865,0.281,0.2792917,0.278,0.288,0.282,0.28554168,18.98,18.97,18.971666,35.17,24.009106,14.019105,18.385355,9.26,18.219166,15.661235,2.241311,7.211324,0
88.625,3531,4.2801633,88.05049,47.474514,69.67448,0.279,0.2775,0.276,0.293,0.284,0.2853333,18.97,18.96,18.967497,31.12,23.759106,13.799105,17.831188,9.39,18.121666,13.377712,1.6347561,6.1102734,0
60.583332,4345,4.5801897,92.034035,36.92335,66.23478,0.279,0.27891663,0.278,0.301,0.296,0.29895833,18.97,18.96,18.960411,33.04,24.479105,13.859105,18.351187,11.06,18.619165,16.973478,1.0941086,7.105183,0
22.583334,5791,5.073428,90.13215,38.61495,65.870346,0.278,0.27791658,0.277,0.304,0.296,0.30158332,18.96,18.95,18.959162,32.97,24.329105,13.2091055,18.266603,7.54,18.234167,16.368252,1.3032274,7.1996284,0
47.291668,6214,5.3936563,82.37685,33.042316,59.030148,0.278,0.2752917,0.274,0.303,0.294,0.29941666,18.96,18.95,18.951254,35.18,25.699104,13.469105,19.18827,7.65,19.052502,19.272905,2.3589315,9.033452,0
81.458336,2589,3.4321215,86.99866,57.250725,72.52411,0.275,0.27429172,0.274,0.303,0.291,0.2932083,18.95,18.95,18.950005,27.73,21.309105,15.029105,17.996191,11.05,17.094585,9.128571,1.9283075,5.205793,0
92.666664,3008,3.8014538,90.951996,62.414536,77.735596,0.281,0.27729163,0.274,0.333,0.304,0.31516665,18.96,18.95,18.952501,25.37,22.759106,14.759105,17.65952,10.74,16.632498,8.25462,1.3349628,4.2552466,0
62.041668,5806,5.0033627,91.90526,39.534256,69.71668,0.284,0.28324994,0.281,0.333,0.326,0.3314583,18.96,18.95,18.952919,30.74,23.799105,12.929105,17.999521,7.64,17.879164,15.439441,1.1052132,6.4603534,0
68.875,6434,5.4450736,85.93773,37.594475,61.555187,0.284,0.28295833,0.282,0.325,0.316,0.32199997,18.96,18.95,18.952501,34.36,25.429106,13.739105,19.290771,7.75,18.621666,17.63038,1.9161873,8.48152,1
91.958336,4223,4.4873166,90.30967,43.166492,68.21222,0.289,0.28600004,0.282,0.317,0.312,0.31508335,18.96,18.95,18.95375,31.74,23.419106,14.139105,18.421188,8.95,17.591251,14.13452,1.3800154,6.5085144,0
93.291664,2925,3.6041408,89.699165,59.789,74.45592,0.29,0.28891668,0.288,0.313,0.311,0.31229165,18.96,18.95,18.95625,28.67,20.169106,14.279105,16.993269,11.18,17.132917,8.243067,1.4544783,4.5766706,0
54.708332,3646,4.1057873,93.337975,49.015537,74.4071,0.29,0.28825006,0.287,0.311,0.306,0.309,18.96,18.95,18.956247,30.99,23.919106,13.859105,17.963272,11.52,17.895834,13.259388,0.91577625,5.21032,0
87.583336,2941,3.780496,89.81172,47.79845,72.733055,0.287,0.28700006,0.287,0.321,0.309,0.3177084,18.96,18.95,18.953753,30.32,23.079105,13.869105,17.663689,11.59,17.331251,12.855578,1.4300938,5.463425,0
71.208336,1920,2.8391392,89.56323,58.197453,73.05849,0.289,0.28816673,0.287,0.324,0.32,0.32266662,18.95,18.95,18.950005,24.04,19.169106,14.279105,17.004105,10.8,15.631251,7.9646454,1.5258207,4.7470675,0
68.5,2872,3.1603823,91.41438,68.30506,80.98643,0.29,0.28954166,0.288,0.337,0.324,0.33025002,18.95,18.95,18.950005,25.74,17.229105,12.849105,15.2961855,10.16,15.346668,5.273261,1.1575451,2.9964855,0
53.416668,4692,4.307848,93.83157,47.444977,74.021065,0.291,0.29037496,0.29,0.339,0.336,0.3379166,18.95,18.94,18.944166,31.01,21.589106,12.669106,16.569525,9.53,17.17375,11.712077,0.7829685,4.9322658,0
34.291668,5193,4.577856,92.08318,48.249317,72.230705,0.292,0.29116663,0.291,0.338,0.334,0.33654165,18.94,18.93,18.936247,31.96,22.349106,13.669106,17.652855,9.92,17.722502,12.165295,1.0738039,5.493181,0
95.833336,3572,4.2598157,96.721,51.178154,74.02509,0.294,0.29229176,0.291,0.343,0.336,0.3399583,18.93,18.92,18.926252,30.83,23.269106,13.049105,18.071604,8.95,17.731667,12.2017765,0.42685795,5.4904385,0
96.458336,4630,4.7240844,86.1317,38.718887,66.091644,0.295,0.29450002,0.294,0.339,0.332,0.33654165,18.92,18.92,18.920006,32.35,23.219105,14.099105,18.12577,7.5,17.638752,15.268733,1.9828024,6.872664,0
99.958336,122,1.5776805,92.69344,70.35294,83.61126,0.295,0.29404175,0.293,0.349,0.336,0.34158337,18.92,18.91,18.912918,17.24,17.599106,13.549105,15.0303545,10.94,13.03125,5.067708,0.983202,2.5321915,0
33.166668,1899,3.2794454,93.25881,52.58223,73.50834,0.295,0.29450002,0.294,0.355,0.35,0.35312507,18.91,18.9,18.905832,23.75,20.859104,12.559105,15.865771,8.29,14.28,9.937027,0.84942245,4.6341176,0
12.791667,4169,4.6253176,90.78102,40.01935,66.8019,0.295,0.29466674,0.294,0.352,0.344,0.34908333,18.9,18.88,18.890005,27.65,23.299105,12.629105,17.122023,7.62,15.52208,14.944712,1.1670666,6.4682946,0
44.5,2311,3.4870985,79.53387,43.83435,65.997505,0.295,0.29412505,0.294,0.344,0.336,0.34066665,18.88,18.86,18.871664,25.44,22.409105,14.149105,17.008274,10.39,15.204582,13.313438,2.9667072,6.212232,0
53.416668,4770,4.549282,86.47709,44.067204,67.10207,0.294,0.29341677,0.293,0.336,0.328,0.33333334,18.86,18.85,18.85417,31.5,23.759106,13.569105,17.664938,10.17,17.742083,14.1254425,1.8622503,6.4563293,0
50.833332,5350,4.696462,87.3672,48.920357,69.76234,0.293,0.2924166,0.292,0.328,0.322,0.32595834,18.84,18.83,18.834578,34.99,22.729105,13.999105,17.989105,8.11,18.179998,12.349207,1.8995218,5.8838673,0
97,1140,2.477289,92.23882,71.95602,85.32305,0.296,0.29383337,0.292,0.333,0.322,0.3280833,18.83,18.81,18.818336,22.81,17.709106,14.169106,15.560772,9.43,14.266251,4.8400908,1.0886936,2.3163931,0
95.541664,3645,3.8070037,96.58162,56.18045,80.0588,0.297,0.29608333,0.296,0.337,0.334,0.33554164,18.81,18.8,18.80541,27.75,20.859104,12.179105,15.855354,8.69,15.498752,9.433471,0.43563652,3.6781023,0
45.625,5886,5.0408435,91.24108,42.024956,68.91186,0.297,0.29616666,0.295,0.336,0.327,0.33320835,18.8,18.78,18.788754,30.95,24.559105,13.619105,18.43994,8.03,16.929583,15.676706,1.2061968,6.680208,0
25.708334,4759,4.367278,90.90735,43.020954,69.66256,0.295,0.29491672,0.294,0.33,0.325,0.32791668,18.78,18.76,18.772497,30.25,22.719105,13.9591055,17.979107,9.4,17.044582,13.556351,1.26085,6.107044,0
71.125,3915,4.142121,93.22322,46.095623,71.28357,0.294,0.29266658,0.29,0.325,0.316,0.32204172,18.76,18.75,18.755833,29.01,23.409105,14.099105,17.989107,8.42,16.775417,13.480293,0.94748497,5.842483,0
46.458332,5920,4.9787436,94.68072,38.048443,68.61579,0.29,0.28941667,0.289,0.316,0.311,0.31441668,18.75,18.73,18.74125,31.55,25.179106,13.219105,18.454103,6.6,16.898333,17.393526,0.7003155,6.92678,1
97.333336,2768,3.7501802,94.094025,45.270603,71.984184,0.29,0.28920835,0.289,0.311,0.306,0.3092083,18.73,18.72,18.726667,28.98,23.069105,12.799105,17.748686,8.36,16.555,12.821558,0.7591915,5.5813184,0
61.083332,5913,5.2447815,88.15236,33.73353,64.10253,0.289,0.28787506,0.286,0.306,0.297,0.30275,18.72,18.71,18.714996,34.03,26.469105,12.989105,18.489523,6.23,17.640833,19.755589,1.5361853,7.881333,0
60.625,4155,4.355281,87.95873,50.0726,68.830795,0.289,0.2866666,0.285,0.299,0.295,0.29708332,18.71,18.7,18.70292,31.41,24.789104,14.079105,18.478687,10.11,18.119585,13.690407,1.6779985,6.468778,0
79.125,4155,4.259355,89.938156,42.10747,69.702515,0.285,0.2831667,0.281,0.302,0.295,0.299,18.7,18.69,18.691668,34.2,24.449104,14.269105,18.302437,8.49,18.121666,15.550077,1.4197989,6.22172,0
96.666664,3260,3.9281633,93.29795,55.81032,77.23965,0.281,0.27983326,0.279,0.305,0.295,0.29862496,18.69,18.68,18.687082,29.29,22.829105,14.299105,17.339937,10.22,16.98625,10.061548,0.95131874,4.331576,0
77.958336,2463,3.2038383,90.62494,65.09109,80.59501,0.279,0.27858326,0.278,0.312,0.306,0.30949995,18.68,18.68,18.679995,28.52,21.149105,13.789105,17.090353,11.44,16.228333,7.543412,1.2817106,3.5070946,0
98.666664,3992,4.3245625,89.884544,50.005672,71.6591,0.28,0.2789583,0.278,0.313,0.308,0.31124997,18.68,18.67,18.672922,33.37,24.169106,14.349105,18.734106,7.78,17.019583,13.201662,1.4348898,6.08546,0
56.208332,2989,3.731509,93.749916,57.833538,77.090675,0.279,0.2760417,0.274,0.324,0.314,0.31845838,18.67,18.66,18.666252,30.45,24.449104,14.699105,18.348688,9.18,16.453333,9.776901,0.9071808,4.615553,0
74.916664,5491,4.7189054,89.90638,42.03922,69.47308,0.278,0.27595833,0.275,0.325,0.32,0.3235,18.66,18.65,18.658335,33.44,24.709105,15.379105,18.807024,7.44,18.046251,15.816258,1.531642,6.676428,0
67.125,6507,5.4337273,89.3585,37.129288,63.010986,0.279,0.2782083,0.278,0.32,0.312,0.3170417,18.65,18.65,18.649996,35.56,26.339106,14.069105,19.965357,8.72,19.27625,18.867619,1.5969715,8.661813,1
59.333332,5234,4.768006,85.96588,39.38707,63.27907,0.278,0.27741662,0.277,0.313,0.304,0.3090833,18.65,18.64,18.64042,36.47,25.689106,13.759105,19.451605,8.27,18.35125,17.39173,1.9454308,8.228728,0
51.583332,3521,3.937477,90.768234,41.95041,70.75525,0.278,0.2770833,0.277,0.309,0.306,0.30779174,18.64,18.64,18.640005,30.91,23.529104,13.269105,18.03244,9.2,17.761248,13.922287,1.219451,5.9497585,0
49.375,6339,5.242986,86.536354,38.510098,64.245255,0.278,0.2773333,0.276,0.312,0.305,0.30841666,18.64,18.64,18.640005,35.23,25.689106,14.309105,18.981606,9.52,19.137918,17.717987,1.9249477,7.850805,0
95.958336,1945,3.2769835,91.446945,52.375748,75.97601,0.278,0.27687496,0.276,0.316,0.305,0.3113334,18.64,18.64,18.640005,28.89,22.839106,15.119105,18.199942,11.62,17.034584,11.5920725,1.2760372,4.7540035,0
73.083336,5151,4.7272797,89.19575,37.02326,65.92388,0.279,0.27799994,0.277,0.313,0.306,0.31033334,18.64,18.64,18.640005,32.61,24.919106,13.979105,18.91202,8.19,17.632084,17.36967,1.4957294,7.498176,0
32.291668,6090,5.176321,79.07437,28.071032,58.319706,0.278,0.27741662,0.277,0.306,0.3,0.3039584,18.64,18.64,18.640005,33.97,25.569105,14.699105,19.374521,7.67,18.05875,20.676025,3.0931969,9.146586,0
15.583333,6945,5.6931176,81.03163,26.945505,52.395527,0.277,0.27512506,0.27,0.302,0.293,0.29891667,18.64,18.64,18.640005,36,27.069105,12.539105,19.517439,5.79,18.34958,22.975815,2.4594717,10.8727255,0
53.458332,5907,5.345259,83.19686,27.207043,57.063156,0.27,0.26925004,0.267,0.293,0.284,0.28987503,18.64,18.64,18.640005,37.89,27.829105,13.919106,19.907856,7.89,19.20875,23.465183,2.4689941,10.108642,0
90.541664,3213,3.3224409,81.699684,54.904907,67.95419,0.268,0.2674584,0.267,0.284,0.281,0.28250003,18.65,18.64,18.647913,27.79,19.409105,15.029105,17.244106,8.55,16.255001,8.862663,2.7142305,5.6400356,0
58.291668,5041,4.648928,90.80632,34.18478,65.50526,0.267,0.26475,0.263,0.282,0.276,0.27970833,18.65,18.65,18.649996,35.26,24.639105,13.169106,18.162853,7.09,17.618334,17.742733,1.2560835,7.427214,0
81.666664,4969,4.634743,90.97406,43.07825,65.94096,0.264,0.26345834,0.262,0.281,0.277,0.27966663,18.65,18.65,18.649996,37.04,24.669106,12.749105,18.376188,7.28,18.550415,15.168878,1.1517944,7.1036572,0
88.958336,1859,2.6912055,89.917175,66.262695,80.2234,0.265,0.2636666,0.262,0.297,0.278,0.28183332,18.65,18.65,18.649996,25.99,20.179106,14.509105,16.93952,10.55,15.408333,6.2507772,1.4692564,3.4419434,0
98.125,685,2.1676373,88.4043,52.808178,73.60473,0.274,0.2709166,0.264,0.367,0.306,0.3565834,18.65,18.65,18.649996,20.93,20.069105,12.489105,16.070772,8.7,13.63375,9.668672,1.4543123,4.5021405,0
92.708336,1744,2.698287,94.14622,63.489784,80.00095,0.276,0.27516666,0.274,0.367,0.363,0.36491656,18.65,18.64,18.64958,21.54,20.569105,13.649105,15.867438,7.85,13.135831,7.684243,0.8061285,3.3761075,0
47.875,414,1.5044496,94.489,69.81148,87.478004,0.278,0.27662498,0.276,0.411,0.368,0.38691667,18.65,18.63,18.63917,16.26,16.869106,13.029105,14.347438,10.22,12.077499,5.0453434,0.72363377,1.8504547,0
58.666668,337,1.5516952,96.24458,59.700047,83.06643,0.289,0.2830417,0.279,0.449,0.412,0.4365833,18.63,18.61,18.623331,16.85,14.849105,10.919106,12.804105,8.67,11.423335,5.612261,0.4659958,2.271549,0
25.583334,2120,2.8574886,88.33788,50.05494,71.19143,0.294,0.2920834,0.289,0.441,0.422,0.43141666,18.61,18.58,18.59875,26.25,19.559105,10.489105,14.271186,6.85,13.583749,9.803443,1.281271,4.6784463,0
27.75,5563,4.557637,93.99023,38.577812,67.30029,0.302,0.29545838,0.294,0.421,0.405,0.41379163,18.58,18.55,18.565832,30.17,24.109104,9.659105,16.18244,4.16,14.236251,15.626174,0.6261902,6.3921533,1
72.625,4583,4.1915903,94.59915,51.26741,73.815216,0.303,0.30150005,0.301,0.407,0.393,0.400125,18.55,18.51,18.528332,28.97,23.229105,11.179105,16.909521,6.13,15.402915,11.673345,0.63435364,5.1178403,0
94.625,336,1.3119745,95.060875,77.88507,88.49973,0.304,0.30249998,0.301,0.426,0.395,0.40912497,18.51,18.47,18.490835,16.53,17.339106,13.2091055,15.177021,9.32,12.063333,3.8094559,0.64983463,1.7688214,0
90.791664,2302,2.9557273,97.620636,57.232628,82.125175,0.308,0.30670837,0.304,0.425,0.416,0.42154166,18.47,18.43,18.452917,24.51,20.249105,12.689105,15.847022,9.01,14.357915,8.834055,0.3024187,3.2874215,0
64.25,4825,4.2215624,91.51131,42.061977,71.94259,0.309,0.3080834,0.308,0.416,0.408,0.4132917,18.43,18.39,18.412916,28.43,24.049105,13.059105,17.992853,9.48,16.479582,15.040202,1.1088171,5.930591,0
57.625,5474,4.465733,93.056175,43.71247,69.95867,0.311,0.3101666,0.309,0.407,0.396,0.40295836,18.39,18.36,18.374998,29.76,24.289104,13.339105,18.287855,6.93,16.194582,14.872525,0.9239397,6.4648533,0
52.625,5529,4.707513,87.16444,38.52764,65.9809,0.311,0.31091657,0.31,0.396,0.381,0.39008334,18.36,18.33,18.34208,31.45,26.589106,13.729105,19.295773,7.49,16.899168,18.574234,1.7524977,7.8565745,0
75.875,4803,4.5734553,89.56877,43.130154,65.85976,0.311,0.3085834,0.307,0.381,0.368,0.37516668,18.33,18.3,18.311247,30.97,25.529104,14.149105,19.48744,7.21,16.630415,16.307884,1.4603481,7.683645,0
96.375,1314,2.280307,93.10778,66.29071,81.41368,0.308,0.30704173,0.307,0.397,0.368,0.37904167,18.3,18.27,18.2825,23.04,19.279104,13.309105,16.758688,9.72,14.767083,6.463484,0.9731817,3.2253819,0
73.416664,899,2.2268863,95.5434,53.364906,80.47996,0.315,0.30804172,0.307,0.402,0.397,0.3996667,18.27,18.25,18.258749,24.06,20.849106,13.969105,16.669104,10.68,15.051665,10.008278,0.6239128,3.6152842,0
29.5,4685,3.9954565,92.5657,58.697414,78.785225,0.316,0.31508335,0.315,0.401,0.395,0.39916673,18.25,18.22,18.23292,28.19,22.369104,14.089105,16.980774,9.82,16.4125,9.766157,1.0650043,3.927516,0
26.291666,4808,4.279436,92.3532,40.961056,71.483635,0.316,0.316,0.316,0.395,0.388,0.39312506,18.22,18.2,18.209167,29.53,23.989105,12.099105,17.027437,6.98,15.257083,15.419832,0.934391,5.8385587,1
5.125,6569,4.991796,97.45344,25.440798,64.299385,0.316,0.31570837,0.315,0.388,0.376,0.38391674,18.19,18.17,18.183332,31.41,25.959105,11.089105,17.819937,4.7,15.342916,21.783508,0.29491043,8.231235,0
17.875,4503,4.0061216,86.71075,35.9345,61.155598,0.315,0.3145834,0.314,0.376,0.367,0.37225,18.17,18.15,18.160833,28.4,22.849106,12.2091055,17.46244,4.54,14.413751,12.417012,1.6992207,7.3104205,0
70.708336,3637,3.7684271,94.429,45.717987,72.52743,0.314,0.31333342,0.312,0.368,0.361,0.36537504,18.15,18.13,18.137503,29.82,23.149105,11.949105,17.114103,9.62,16.239166,13.466849,0.67394066,5.447441,0
47.583332,2584,3.053069,91.23044,50.257996,75.268234,0.312,0.3119166,0.311,0.361,0.355,0.35829163,18.12,18.1,18.112915,26.64,22.689106,12.379105,16.846605,9.83,15.382085,11.902119,1.119523,4.8269506,0
57.25,3870,3.7373335,94.591,41.766865,69.31939,0.311,0.30966663,0.305,0.355,0.344,0.35195836,18.1,18.08,18.091663,29.95,23.519106,12.469105,17.546186,8.51,15.7725,14.752321,0.6861162,6.2783933,0
71,4407,4.048606,83.135925,43.75469,64.55668,0.306,0.30508327,0.305,0.344,0.338,0.34245834,18.08,18.06,18.07042,29.15,22.819105,13.589105,17.888689,7.45,15.860001,13.6694975,2.2919111,7.0665913,0
55.416668,2546,2.8878765,88.20112,63.165207,75.73769,0.306,0.30424997,0.303,0.343,0.336,0.33887497,18.06,18.04,18.048754,26.48,20.569105,12.439105,16.667023,6.79,13.919998,6.725421,1.5835142,4.2242017,1
29.791666,4458,3.8958461,91.107,44.276226,71.1303,0.303,0.30241668,0.302,0.351,0.344,0.34854162,18.04,18.02,18.027494,28.97,22.699104,13.729105,17.356188,7.01,15.654166,13.094934,1.2109995,5.6963773,0
58.291668,4540,4.0174503,93.37596,41.454586,68.21505,0.302,0.3013334,0.3,0.35,0.344,0.34833333,18.02,17.99,18.005,30.01,23.659105,12.409105,17.816187,5.33,14.953751,14.622962,0.8263531,6.4566555,0
35.041668,5163,4.273953,91.17293,36.273853,68.19407,0.302,0.30016673,0.3,0.344,0.337,0.34149995,17.99,17.97,17.98292,31.44,24.669106,11.939105,17.470354,6.11,15.727084,17.34734,1.0686493,6.62161,0
89.125,3551,3.642442,90.6959,48.631763,73.20136,0.302,0.3012084,0.3,0.34,0.334,0.33779165,17.97,17.95,17.962915,30.44,23.469105,13.119105,17.427023,7.56,15.584167,12.996561,1.2168427,5.2742815,0
83.833336,4092,3.8635314,94.15467,39.009884,71.044556,0.301,0.30066678,0.3,0.337,0.332,0.33549997,17.95,17.93,17.942083,30.44,23.299105,12.809105,17.583273,8.47,16.339167,15.271005,0.7489023,6.0289173,0
34.25,5427,4.4833384,87.99501,36.542023,63.2417,0.301,0.30000004,0.299,0.333,0.323,0.32966664,17.93,17.91,17.923754,31.38,25.339106,11.679105,18.110353,7.04,16.100836,17.98959,1.4367228,7.9814506,0
49.625,4818,4.506137,85.565056,28.620016,59.745632,0.299,0.29745835,0.295,0.323,0.313,0.32008335,17.91,17.9,17.905832,31.99,25.749105,12.849105,18.749521,6.97,16.550833,20.741982,1.8716602,8.938259,0
29.75,6169,4.9394007,88.41843,23.834448,56.867634,0.295,0.29408342,0.293,0.313,0.304,0.31004164,17.9,17.88,17.889587,33.09,26.729105,11.199105,18.36952,4.48,15.821667,23.1012,1.3466578,9.844014,0
10.791667,5753,4.6692715,85.623726,22.162998,57.22197,0.293,0.29170832,0.29,0.304,0.295,0.3009583,17.88,17.87,17.874165,33.21,25.459105,10.419106,17.48827,7.27,16.7875,22.18909,1.5687981,9.036779,0
23.583334,2519,2.7310314,88.91038,54.44312,74.824684,0.291,0.29008332,0.29,0.295,0.292,0.29395837,17.87,17.86,17.860413,26.67,19.639105,12.099105,15.961604,10.66,15.6604185,7.93865,1.3550825,4.199939,0
