 Cloud Cover High [high cld lay], Direct Shortwave Radiation, FAO Reference Evapotranspiration [2 m], Relative Humidity [2 m], Relative Humidity [2 m]_1, Relative Humidity [2 m]_2, Soil Moisture [28-100 cm down], Soil Moisture [28-100 cm down]_10, Soil Moisture [28-100 cm down]_9, Soil Moisture [7-28 cm down], Soil Moisture [7-28 cm down]_7, Soil Moisture [7-28 cm down]_8, Soil Temperature [100-255 cm down], Soil Temperature [100-255 cm down]_3, Soil Temperature [100-255 cm down]_4, Temperature, Temperature [2 m elevation corrected], Temperature [2 m elevation corrected]_1, Temperature [2 m elevation corrected]_2, Temperature_5, Temperature_6, Vapor Pressure Deficit [2 m], Vapor Pressure Deficit [2 m]_1, Vapor Pressure Deficit [2 m]_2,Incendio
70.125,5806,5.806822,86.70518,19.517874,52.23203,0.147,0.14516667,0.145,0.223,0.213,0.22041667,19.68,19.67,19.67459,37.58,28.809105,14.419106,20.860353,7.24,19.979166,27.780909,1.8945789,12.24282,0
95.291664,910,2.350422,88.63525,46.685165,74.70964,0.147,0.14641662,0.146,0.258,0.213,0.23191668,19.67,19.66,19.668755,22.04,21.109104,14.559105,16.834105,10.92,14.765415,11.65815,1.686677,4.4525533,0
97.291664,1342,2.356137,93.43277,63.001057,80.76976,0.147,0.14645837,0.146,0.311,0.259,0.28395835,19.66,19.65,19.659168,18.82,17.909105,13.159105,15.176606,10.83,13.592083,6.6103535,0.8741255,3.0364752,0
72.041664,3205,3.8111079,92.72114,59.554688,80.21366,0.15,0.1489167,0.148,0.323,0.309,0.31454167,19.65,19.64,19.647501,29.61,21.309105,14.009105,16.806189,10.25,16.170835,8.636588,1.0096722,3.6187055,0
98.541664,1096,2.6441014,91.006615,68.828094,82.21221,0.156,0.15337498,0.15,0.348,0.324,0.33491668,19.64,19.62,19.632086,22.25,18.209105,14.669106,16.199938,10.87,14.537501,5.5978184,1.3199768,2.9211006,0
97.625,896,2.7199516,91.587654,43.92106,72.01665,0.158,0.15750001,0.157,0.351,0.346,0.34887502,19.62,19.61,19.614578,23.07,21.449104,12.489105,16.103271,10.49,14.535,12.525026,1.1365004,5.096077,0
65.333336,4707,4.655148,73.82379,42.045006,60.250385,0.161,0.15975003,0.158,0.346,0.336,0.34212503,19.61,19.58,19.595415,31.93,23.479105,13.609105,17.861605,9.06,17.595,14.53778,3.538722,7.644584,0
72.25,4143,4.423636,87.23104,52.287315,70.81739,0.163,0.16166665,0.161,0.336,0.327,0.33308336,19.58,19.56,19.572502,32.72,23.149105,13.849105,18.102024,7.76,17.449167,11.820778,1.7526331,5.720287,0
71.208336,4130,4.1270375,89.5663,55.57536,73.54807,0.164,0.16308336,0.162,0.328,0.324,0.32670835,19.56,19.54,19.552082,29.06,21.819105,14.119105,17.645773,9.85,16.944168,9.855386,1.4578114,5.052583,0
48.75,5241,4.880711,92.4601,39.950165,67.21693,0.166,0.16516663,0.164,0.326,0.318,0.32304165,19.54,19.52,19.53083,33.08,24.809105,13.449105,18.021606,7.68,17.765,16.189953,1.0301371,6.8426156,1
43.291668,3906,4.0632734,86.8791,52.75718,68.69571,0.166,0.16520831,0.165,0.319,0.315,0.31729165,19.52,19.5,19.511251,31.43,22.409105,13.2091055,17.42077,7.5,16.611666,11.115665,1.7331791,5.810064,0
32.208332,4395,4.2959356,86.13519,53.411728,72.61878,0.168,0.16712499,0.166,0.324,0.319,0.32125008,19.5,19.48,19.490004,29.45,21.679106,13.689105,16.92619,10.9,16.437918,10.282975,1.9169006,4.983171,0
20.125,6520,5.5844584,88.63465,27.820002,63.733234,0.17,0.16916668,0.168,0.32,0.312,0.31774998,19.48,19.46,19.470415,35.04,25.169106,11.729105,17.892437,6.52,18.190832,19.912575,1.3547773,7.9668365,0
31.125,6015,5.3177743,84.479324,38.309807,59.569977,0.171,0.17058332,0.17,0.312,0.306,0.310375,19.46,19.44,19.451252,34.26,25.029104,13.559105,19.069939,7.81,18.326252,16.762554,2.0899105,8.661127,0
87.833336,4749,4.88307,81.57429,38.947746,59.561035,0.171,0.17070834,0.17,0.306,0.296,0.30279166,19.44,19.43,19.434164,34.9,24.749105,14.509105,19.10494,7.66,18.85875,16.700342,2.6413183,8.597991,0
78.875,5695,5.2702055,83.75561,37.319412,59.93216,0.173,0.17025001,0.17,0.296,0.288,0.29291666,19.42,19.41,19.417921,38.01,26.329105,13.689105,19.420773,8.23,19.83375,18.803822,2.206236,8.948762,0
93.541664,2505,3.7744155,81.932175,41.50276,62.87444,0.176,0.17424999,0.173,0.292,0.288,0.290625,19.41,19.4,19.40875,31.76,24.019106,15.539105,19.38827,10.25,18.737917,15.306339,2.770403,7.8157086,0
99.416664,1775,3.1903005,91.85846,53.416714,73.24539,0.178,0.17666669,0.176,0.293,0.288,0.29037496,19.4,19.4,19.399996,27.93,20.459105,13.989105,16.477438,11.19,17.022917,9.780522,1.1278486,4.654577,0
99.125,1780,3.4290054,90.54297,57.03687,76.86607,0.153,0.1520833,0.152,0.304,0.282,0.29029167,19.63,19.62,19.624582,28.32,21.419106,13.509105,16.734938,10.77,17.185835,9.037419,1.2692175,4.208988,0
99.666664,2619,3.8269022,91.072044,55.7759,77.69338,0.155,0.15362503,0.153,0.352,0.305,0.320375,19.62,19.61,19.614578,30.22,20.309105,14.089105,16.99244,8.46,16.682085,9.198256,1.2449656,4.0151863,0
96.458336,3665,3.9997103,87.82158,58.174442,76.4206,0.164,0.16058336,0.155,0.365,0.352,0.3599167,19.61,19.6,19.604586,29.35,22.059105,14.219105,17.240774,10.44,16.665834,9.648081,1.8169088,4.383576,0
98.833336,1688,3.1417994,90.94986,58.063145,78.36574,0.173,0.16866666,0.165,0.385,0.366,0.37195837,19.6,19.59,19.594584,26.77,20.939106,14.669106,16.834522,11.04,16.034582,8.362509,1.3326607,3.8219688,0
98.5,1505,2.7956538,91.2,66.66975,83.06808,0.184,0.17825,0.173,0.405,0.382,0.3890417,19.59,19.57,19.582495,20.81,18.509106,13.919106,15.641604,9.86,14.010415,6.1871586,1.234415,2.7059686,0
89.041664,3455,3.8583798,88.72086,56.566364,77.27932,0.193,0.18912499,0.185,0.404,0.392,0.39991668,19.57,19.56,19.565416,29.1,21.099106,13.9591055,16.89702,8.31,15.800416,9.456081,1.5635309,4.17115,0
91.791664,4342,4.440781,93.63914,54.53276,74.423676,0.192,0.18954165,0.188,0.391,0.381,0.38670835,19.56,19.54,19.546255,31.67,23.259106,13.769105,18.165354,8.02,16.85625,11.071543,0.8684778,5.23665,0
98.5,2005,3.4253645,87.58555,56.33001,72.024864,0.196,0.19399999,0.192,0.387,0.379,0.38450003,19.54,19.52,19.527079,26.71,20.259106,14.349105,17.293688,8.58,15.340416,9.054548,1.7761059,5.044343,0
99.5,609,2.472087,92.33355,59.419342,77.95338,0.199,0.19670834,0.196,0.398,0.381,0.38754168,19.52,19.5,19.508749,19.31,19.149105,13.729105,16.418272,10.18,14.069587,7.785944,1.0439749,3.7532442,0
99,3181,4.2612023,89.74236,49.712673,71.473045,0.2,0.1995833,0.199,0.397,0.386,0.39295837,19.5,19.47,19.485838,30.8,22.919106,13.339105,17.556189,7.14,16.386251,12.240283,1.3612604,5.6302066,0
98.25,2638,3.668736,90.978004,59.07335,77.63657,0.203,0.20075004,0.2,0.395,0.389,0.39229164,19.47,19.45,19.460833,28.17,22.179106,13.939105,16.844938,7.75,15.665417,9.084111,1.2899084,4.067893,0
98.958336,1010,2.7478318,91.21617,58.41383,79.22909,0.208,0.20483333,0.203,0.408,0.394,0.39887503,19.45,19.42,19.433334,20.3,20.519106,13.379105,16.286606,9.99,14.035832,8.709475,1.1819897,3.626993,0
68.083336,4258,4.397263,92.64548,53.18169,75.789314,0.211,0.2099167,0.208,0.405,0.393,0.40025,19.42,19.39,19.407082,30.76,23.909105,13.619105,17.668272,9.86,16.747084,12.168473,1.0048094,4.9417915,0
86.291664,1935,3.3737433,90.598305,54.908844,77.09615,0.219,0.21383332,0.21,0.419,0.395,0.4109583,19.39,19.36,19.3775,26.58,21.989105,15.049105,17.821608,11.03,16.453333,10.4142685,1.396246,4.3617873,0
88.166664,3727,3.8398783,94.18677,55.314175,78.91483,0.225,0.22254167,0.22,0.413,0.397,0.40704167,19.36,19.34,19.35,26.94,20.119104,13.349105,16.237856,7.84,15.627084,9.184058,0.77709675,3.6885598,0
70.458336,6319,5.406996,94.52651,36.168934,69.909134,0.227,0.22633338,0.225,0.396,0.381,0.39049998,19.33,19.31,19.320417,31.5,25.159105,12.509105,17.725357,6.51,16.905,17.76735,0.6933718,6.753844,0
91.666664,4775,5.088397,82.38559,39.326546,60.776913,0.228,0.22695835,0.226,0.38,0.365,0.37429166,19.31,19.28,19.292086,31.71,24.669106,14.079105,19.055357,7.05,17.405416,16.406996,2.5035553,8.329368,0
71.791664,6228,5.4644785,86.30282,35.985634,62.193314,0.227,0.22675006,0.226,0.365,0.35,0.3592917,19.28,19.25,19.26542,35.38,26.719105,13.509105,19.768688,8.59,18.821667,19.674408,1.9557667,8.824619,0
99.5,1809,3.5236175,87.32456,49.170967,68.92733,0.229,0.22820838,0.227,0.35,0.346,0.34845832,19.25,19.23,19.242498,26.65,22.559105,14.7091055,18.116606,9.66,15.993751,12.160512,1.8518934,6.0799813,0
99.416664,1134,2.652555,89.48973,64.37004,77.71545,0.232,0.23104161,0.229,0.361,0.345,0.34883332,19.23,19.21,19.224165,24.89,18.829105,14.639105,16.500772,10.68,15.404167,6.7499275,1.5195465,3.753033,0
96.375,1255,2.444636,89.430176,56.87112,79.09334,0.237,0.23345833,0.231,0.413,0.361,0.38908336,19.21,19.2,19.205835,24.34,20.709105,14.619105,16.664938,10.78,14.397502,9.0439,1.5281563,3.747053,0
99.25,889,2.1773045,94.485985,64.50252,80.437195,0.255,0.24450003,0.238,0.435,0.407,0.4207084,19.2,19.18,19.18708,18.06,19.059105,14.269105,16.157856,10.71,12.744584,6.674554,0.7878418,3.2765493,0
99.666664,419,1.9253129,87.99986,68.080315,80.419304,0.281,0.26870832,0.256,0.456,0.435,0.4475416,19.18,19.15,19.1625,17.89,16.919106,12.569105,14.102439,9.02,12.16,5.171899,1.5148239,2.8300474,0
98.708336,1252,2.5109196,90.61881,54.418293,78.35369,0.31,0.2961667,0.282,0.461,0.44,0.44945833,19.15,19.12,19.133333,21.29,19.539104,11.759105,14.672855,8.18,12.995419,9.0321455,1.2099333,3.4330876,0
93.958336,2738,3.4356842,91.18227,53.20463,77.66892,0.321,0.31658337,0.311,0.452,0.432,0.44358334,19.12,19.08,19.096664,27.66,20.699104,13.559105,16.62452,10.6,15.327084,9.671399,1.2167006,4.0608525,0
99.666664,2013,3.5924563,91.5256,60.519993,77.47953,0.322,0.32012507,0.319,0.434,0.428,0.4307084,19.08,19.04,19.057497,26.15,22.009106,14.489105,17.546606,8.76,15.714583,9.023551,1.2132092,4.275632,0
97.291664,1679,2.7040744,91.26224,63.574245,80.89726,0.325,0.32337493,0.322,0.427,0.417,0.4228334,19.04,19,19.019587,26.16,19.509106,14.199105,16.300356,8.59,14.825,7.1047535,1.2272978,3.2352674,0
96.875,2400,3.4164565,91.349754,58.074802,76.64561,0.328,0.32662505,0.325,0.425,0.415,0.4201667,19,18.97,18.98417,25.29,22.659105,13.329105,17.085772,8.27,14.923752,10.092364,1.1763887,4.4828963,0
95.5,1863,3.3024771,91.574974,58.880825,80.10231,0.332,0.33037493,0.328,0.416,0.41,0.4139584,18.97,18.93,18.948332,19.97,20.549105,14.009105,16.608274,9.98,14.156667,8.345392,1.1927462,3.5373504,0
90.25,841,2.075669,92.97027,71.84206,85.17077,0.337,0.3348333,0.332,0.429,0.416,0.42166662,18.93,18.89,18.91208,17.4,18.209105,13.929105,15.7332735,10.24,13.1520815,4.909893,0.9770441,2.3784478,0
96.666664,1342,2.9848778,89.31103,53.88541,76.99601,0.35,0.3434167,0.338,0.457,0.429,0.4450833,18.89,18.86,18.875414,24.48,20.519106,13.199105,15.915356,10.56,15.090416,9.67606,1.4294052,3.9979312,0
38.333332,6074,5.1983166,92.94522,32.081146,68.8551,0.354,0.35241672,0.35,0.44,0.421,0.43283328,18.85,18.82,18.83583,30.28,23.629105,13.609105,17.445354,8.79,16.937084,17.14954,0.9530945,6.399725,0
90.958336,2284,3.3213055,91.756676,65.73265,81.41889,0.356,0.35454166,0.353,0.42,0.414,0.41762498,18.82,18.78,18.800417,25.38,19.259106,13.769105,16.226189,10.76,15.948337,6.2307205,1.1654892,3.1227655,0
73.416664,1291,2.625326,93.4598,54.857594,77.853096,0.358,0.3566666,0.356,0.419,0.411,0.41612506,18.78,18.75,18.767504,22.52,17.659105,11.499105,14.32994,9.23,13.767082,7.937311,0.83625793,3.3688762,0
36.75,3251,4.16089,86.55425,42.928673,67.920654,0.358,0.35799992,0.358,0.411,0.402,0.40783337,18.75,18.72,18.73542,27.51,22.049105,11.439105,15.700772,6.73,15.769165,13.230287,1.6167974,5.627993,0
14.125,5937,5.00865,79.18988,47.173927,66.02866,0.36,0.3579166,0.357,0.402,0.391,0.39787498,18.72,18.69,18.702084,30.02,23.199104,13.119105,17.257856,6.77,16.297081,13.145936,2.7216644,6.3949165,0
30.833334,5629,4.977884,85.75898,39.353374,66.5579,0.36,0.35975012,0.359,0.392,0.382,0.38879165,18.68,18.65,18.669584,31.07,24.489105,13.819105,18.334936,8.49,16.884169,16.329498,2.0029135,6.9845223,0
32.666668,6116,5.2856846,82.79731,39.91367,62.697292,0.359,0.35808325,0.357,0.381,0.368,0.3770834,18.65,18.63,18.640419,33.45,26.449104,13.499105,19.234106,7.17,17.07875,18.209908,2.3104925,8.283045,0
60.75,5299,4.8770156,89.90225,39.669598,66.92745,0.358,0.35712492,0.355,0.369,0.36,0.366375,18.63,18.6,18.613329,31.36,24.829105,12.219105,18.494522,6.41,16.537498,16.554417,1.25383,7.322043,0
69.541664,5363,5.085536,86.62241,43.4505,62.871944,0.355,0.3540834,0.352,0.36,0.351,0.35725,18.6,18.58,18.590412,31.69,24.779104,12.499105,18.837856,6.03,16.365831,15.167062,1.6789122,7.958634,0
59.75,5220,4.8779836,85.18377,47.34693,65.48052,0.352,0.35170832,0.351,0.351,0.342,0.34754166,18.58,18.56,18.569586,32.42,24.729105,13.199105,18.607435,8.27,17.1575,13.976084,1.94806,7.0930824,0
99.333336,193,1.5521954,89.7265,61.917103,78.04103,0.356,0.35266674,0.351,0.428,0.343,0.3889583,18.56,18.54,18.55208,17.32,17.399105,11.799105,14.460357,9.84,12.883334,6.311594,1.4129057,3.2564814,0
77.791664,2540,3.3053653,92.35034,51.930317,75.58531,0.358,0.3573332,0.356,0.425,0.414,0.42020833,18.54,18.52,18.534166,24.61,20.609104,11.439105,15.160771,8.98,13.9375,9.925608,0.99384594,4.204521,0
35.333332,5596,4.8072195,83.21166,47.344105,69.13096,0.36,0.35808325,0.357,0.413,0.401,0.4080417,18.52,18.5,18.51167,30.94,23.469105,13.389105,17.17119,7.55,16.119167,13.322349,2.2382822,5.7944665,0
36.625,6703,5.4068193,93.97516,41.516285,69.61857,0.361,0.36041668,0.36,0.405,0.395,0.40225002,18.5,18.48,18.489172,31.63,25.479105,11.799105,18.429937,6.25,16.772917,16.492016,0.72155476,6.8079505,0
55.583332,5312,4.823094,86.2786,54.810417,70.334564,0.361,0.3596667,0.355,0.395,0.382,0.39112505,18.48,18.45,18.465414,32.58,23.889105,13.799105,18.486187,8.09,17.06125,11.321729,1.9298315,6.0533204,0
98.208336,1795,3.1323516,89.65592,51.157272,75.38706,0.356,0.35541666,0.354,0.383,0.379,0.38137498,18.45,18.43,18.44375,28.46,21.049105,14.389105,17.29952,9,15.33625,10.53459,1.5486002,4.5311365,0
97.833336,3515,3.8899653,89.864586,48.982544,70.01089,0.354,0.35333344,0.352,0.379,0.374,0.37783334,18.43,18.41,18.424587,24.93,21.149105,12.569105,16.58119,8.01,14.8166685,11.183653,1.2822275,5.452988,0
61.833332,4924,4.4053855,92.05112,44.16903,69.955055,0.354,0.3538334,0.353,0.376,0.369,0.37395835,18.41,18.39,18.403334,27.81,22.829105,11.889105,17.154104,5.55,15.281251,13.332495,1.043745,5.893316,0
37.833332,5834,4.865735,86.82638,41.41164,64.8953,0.353,0.3529167,0.352,0.37,0.361,0.36716667,18.39,18.37,18.382917,28.39,22.719105,12.759105,17.516607,4.72,15.423333,13.896295,1.6821957,6.8589683,0
96,3823,4.4228387,87.645966,39.44503,64.99097,0.353,0.35204172,0.351,0.361,0.352,0.3575417,18.37,18.35,18.363329,30.16,23.669106,13.279105,17.894106,5.66,15.916251,14.9502535,1.6329632,6.9579616,0
91.75,3826,3.9947026,88.08041,52.814606,72.75895,0.352,0.35079166,0.349,0.352,0.343,0.34804168,18.35,18.33,18.343332,29.81,22.239105,14.049105,17.542439,7.4,15.837914,11.067889,1.6654234,5.2002215,0
90.666664,4705,4.4906726,92.86661,50.485954,76.35348,0.349,0.34866667,0.347,0.346,0.342,0.34474996,18.33,18.31,18.324171,32.34,23.969105,11.279105,17.288273,6.55,16.529585,12.916339,0.8249874,4.8714633,0
94.583336,852,2.249258,92.74701,62.94122,82.89758,0.347,0.34675005,0.346,0.386,0.347,0.36454165,18.31,18.3,18.304579,19.09,19.299105,13.409105,15.709938,9.36,13.12125,7.2327976,0.9669943,2.838525,0
72.791664,3864,3.893121,96.85504,54.896954,79.11749,0.35,0.3485,0.347,0.399,0.387,0.39579168,18.29,18.27,18.283333,28.24,21.949104,13.2091055,16.715357,7.79,15.443332,10.223798,0.4137783,4.0337334,0
88.083336,4721,4.397267,90.66275,44.99341,75.94134,0.352,0.35099995,0.35,0.401,0.396,0.39883336,18.27,18.25,18.262503,29.19,23.979105,13.929105,17.433271,9.44,16.654167,14.33163,1.3172054,4.9209995,0
98.958336,2327,3.3749628,92.83886,62.005802,79.1609,0.353,0.3524584,0.352,0.406,0.399,0.40254164,18.25,18.23,18.241251,27.45,21.779104,13.909105,17.197857,8.89,15.458333,8.159255,0.9868164,3.892842,0
95.75,1921,2.9842618,90.52499,69.55811,80.28408,0.355,0.35412502,0.353,0.423,0.406,0.4152917,18.23,18.21,18.223331,24.79,19.789104,14.069105,16.71202,9.17,15.608333,6.1279993,1.3195114,3.4469366,0
94.916664,2825,3.4274821,91.95154,56.312702,76.91234,0.358,0.35695824,0.355,0.423,0.416,0.41987503,18.21,18.19,18.204168,29.51,21.399105,12.7091055,16.989939,8.51,15.737919,9.714991,1.0823202,4.2905073,0
99.083336,2090,3.3299081,90.09551,61.736103,78.44013,0.359,0.357125,0.356,0.417,0.41,0.41441664,18.19,18.18,18.184998,26.86,20.589106,13.219105,16.749105,9.86,14.8949995,7.908779,1.3039846,3.8317223,0
78.458336,2858,3.5253108,90.79667,56.357586,75.63221,0.361,0.35825002,0.357,0.412,0.405,0.4095,18.18,18.16,18.165834,29.2,21.259106,13.229105,16.804937,8.03,15.682083,9.632765,1.2466536,4.413244,0
86.583336,2202,2.861387,89.758,62.31638,77.797035,0.362,0.36133337,0.361,0.412,0.408,0.4103751,18.16,18.14,18.14667,22.32,17.069105,13.529105,15.142021,8.89,13.970834,6.3468466,1.3763857,3.4300117,0
52.5,2635,3.0907605,89.91384,61.078995,76.77399,0.363,0.36216664,0.361,0.408,0.404,0.4062501,18.14,18.12,18.125832,22.11,18.929106,12.409105,14.98619,7.52,13.391252,7.1335554,1.2641449,3.6790721,0
71.166664,1787,2.5857599,92.71349,68.2402,80.4145,0.365,0.3642499,0.363,0.406,0.404,0.40520838,18.11,18.09,18.102503,22.26,17.929106,12.739105,14.934522,8.84,13.727916,5.412792,0.9366541,3.038681,0
90.958336,814,2.1342127,92.49208,72.11375,84.63558,0.371,0.367625,0.365,0.427,0.406,0.41491663,18.09,18.06,18.077503,18.58,18.639105,13.019105,15.090772,10.21,12.885417,4.8345356,0.9937172,2.4148877,0
53.833332,3483,3.7915242,93.86012,48.016407,75.35549,0.373,0.3727084,0.372,0.427,0.416,0.42204162,18.06,18.04,18.050003,27.93,22.649105,12.759105,16.740772,8.06,15.249583,12.505943,0.80781555,4.7684827,0
93,1506,2.5275228,92.619835,68.10089,81.696075,0.379,0.37633324,0.373,0.43,0.417,0.4200834,18.03,18.01,18.02042,19.64,18.739105,13.299105,15.878688,8.67,13.024583,5.9026814,0.98069763,2.987791,0
97.791664,2402,3.3605623,90.202805,52.42176,74.24729,0.383,0.38175,0.38,0.431,0.42,0.42729172,18,17.98,17.990421,25.75,21.689106,13.419106,16.39369,9.86,14.999168,10.786115,1.3411922,4.720014,0
93.958336,2609,3.5910559,90.47562,57.6298,78.43421,0.382,0.3791666,0.377,0.423,0.419,0.4197917,17.97,17.95,17.960835,26.26,21.169106,13.9591055,17.054106,9.08,15.547501,9.299657,1.4872446,3.981014,0
98.25,884,2.4874322,91.09691,70.99104,83.02701,0.38,0.37845835,0.378,0.434,0.421,0.42437503,17.95,17.92,17.932085,22.13,18.169106,13.589105,15.739522,9.88,14.078336,5.1530952,1.201211,2.7429001,0
97.708336,2281,3.0392673,92.83533,52.45571,78.55431,0.388,0.3847917,0.38,0.44,0.432,0.43754172,17.92,17.89,17.906668,21.93,20.739105,13.109105,15.697438,10.07,13.489166,10.091228,0.9797964,3.7628078,0
96.083336,1397,2.596261,89.78416,62.58146,80.39243,0.387,0.38625002,0.385,0.441,0.429,0.43112493,17.89,17.87,17.878748,23.98,20.879105,13.789105,16.195772,8.01,13.997917,7.618679,1.4021997,3.3502243,0
97.916664,1872,3.0060222,92.65269,66.71468,83.488525,0.393,0.39037502,0.387,0.442,0.436,0.4395834,17.86,17.84,17.85,25.27,20.909105,13.369105,16.05994,9.6,14.493333,7.122324,1.0470009,2.8875666,0
32.291668,3226,3.3084798,97.41334,55.514317,78.60145,0.394,0.3931667,0.392,0.436,0.425,0.4307916,17.83,17.81,17.820417,22.86,21.029104,12.249105,15.912857,7.5,13.866668,9.56566,0.31925964,3.904418,0
9.416667,4751,4.2359753,93.773964,44.876053,73.72356,0.393,0.39283344,0.392,0.426,0.415,0.42199996,17.81,17.78,17.79167,27.63,22.669106,11.609105,16.60077,6.29,15.2025,13.277794,0.7362051,5.1239915,0
0.6666667,6008,4.902957,91.849464,40.331394,71.54287,0.392,0.39170834,0.391,0.415,0.402,0.40991673,17.78,17.75,17.761667,30.76,23.249105,11.309105,16.751606,4.98,15.195001,14.894358,0.99129105,5.7460685,0
0.625,7033,5.3544173,88.69347,36.727146,64.1896,0.39,0.3897499,0.389,0.402,0.39,0.3974584,17.74,17.72,17.731668,30.96,24.089106,10.409105,16.894938,3.72,14.860416,16.425076,1.2329788,7.084994,0
1.4583334,5607,4.655162,89.53197,40.269783,65.42784,0.389,0.38816667,0.387,0.389,0.377,0.38470832,17.72,17.69,17.707087,28.29,22.219105,10.989105,16.147856,5.93,14.564166,13.765814,1.2344856,6.343636,0
5.6666665,6860,5.2467046,84.51471,29.792742,59.904972,0.388,0.38737503,0.386,0.377,0.367,0.3732083,17.69,17.67,17.680418,31.45,25.399105,9.559105,16.72244,3.97,15.02375,19.462452,1.5938082,7.946134,1
11.458333,4810,4.1479335,89.30728,48.490356,66.04816,0.388,0.38712502,0.386,0.367,0.359,0.36370835,17.66,17.64,17.65375,28.6,22.689106,10.749105,16.925772,4.37,14.349167,11.58745,1.2217236,6.3684807,0
14.041667,5587,4.6404223,84.839455,35.53756,64.24292,0.386,0.38495836,0.384,0.361,0.353,0.35825002,17.64,17.62,17.630417,30.63,22.869104,11.9591055,17.21869,5.59,15.255418,15.346279,1.8601952,6.9110203,0
28.125,4214,3.9060025,90.91004,54.55496,72.669586,0.384,0.3827083,0.38,0.353,0.347,0.35087502,17.62,17.6,17.606668,29.61,22.309105,10.449105,16.407022,5.2,14.309167,10.33058,1.0130892,4.994847,0
42.916668,3936,3.454674,90.98541,53.109573,77.325806,0.382,0.38079163,0.38,0.349,0.347,0.34762502,17.6,17.57,17.58458,26.59,20.119104,12.079105,15.7195215,8.91,14.943748,9.637159,1.1000547,3.873833,0
45.708332,3878,3.6196218,88.06142,47.74263,69.95659,0.381,0.38058332,0.379,0.348,0.344,0.34700003,17.57,17.55,17.562914,28.01,22.109104,12.609105,16.772856,7.11,14.895,12.13049,1.5143747,5.5477643,0
46.958332,5601,4.7327795,92.96801,36.012836,69.41409,0.379,0.37820825,0.377,0.344,0.338,0.34245834,17.55,17.53,17.542088,31.35,24.539104,11.899105,17.176605,7.2,16.197916,17.10368,0.8478384,6.4233823,0
40.125,6432,5.111893,92.442245,33.571743,61.424366,0.377,0.37616667,0.375,0.338,0.332,0.33645833,17.53,17.51,17.521252,32.8,25.809105,10.589105,18.161606,4.42,15.878331,18.738087,0.83428574,8.468878,0
30.75,6360,5.149486,85.53772,32.216885,60.06601,0.375,0.3740834,0.373,0.333,0.326,0.33079168,17.51,17.49,17.502916,32.61,25.859104,11.719105,18.51869,6.67,16.685,19.684925,1.7227831,8.727727,0
42.583332,4622,4.15175,96.48025,41.103188,65.41046,0.373,0.37120828,0.37,0.326,0.319,0.32395837,17.49,17.48,17.484587,29.15,23.879105,11.639105,17.825354,6.05,15.894166,14.937906,0.417037,7.0644727,0
72.666664,3074,3.526156,88.381294,53.04714,72.40853,0.37,0.36816671,0.366,0.319,0.312,0.31541666,17.48,17.46,17.470833,29.56,22.989105,14.069105,17.625772,11.02,16.4,11.534596,1.6298065,5.3287497,0
56.25,4193,3.9304302,93.71682,45.378532,72.72709,0.366,0.3635416,0.36,0.313,0.306,0.3115416,17.46,17.45,17.459578,28.78,23.959105,12.879105,17.323689,6.76,15.921252,14.060186,0.8087559,5.493727,0
66.75,5283,4.373225,88.733635,36.800316,65.95575,0.36,0.3595834,0.358,0.307,0.302,0.30524996,17.45,17.44,17.44917,32.37,24.229105,12.079105,17.866188,7.32,16.764584,16.749825,1.4434443,7.093963,0
77.833336,3043,3.6073918,88.39128,52.340424,71.68686,0.358,0.3567083,0.354,0.306,0.303,0.30366662,17.44,17.44,17.44,28.78,22.389105,13.259105,17.285355,7.65,15.419582,10.581211,1.5714407,5.3668156,0
88.25,880,1.8161178,93.89942,72.86545,83.38863,0.354,0.35358343,0.353,0.315,0.306,0.3100833,17.44,17.43,17.43083,20.3,17.829105,12.769105,14.795769,9.71,12.945001,4.606496,0.8440008,2.4824526,0
76.708336,598,1.801796,88.71777,56.953365,77.61707,0.354,0.35320833,0.353,0.329,0.316,0.3237917,17.43,17.42,17.422089,17.88,17.529106,10.879105,13.332855,8.47,11.25,7.458049,1.3083248,3.2404222,0
75.666664,2921,2.8931527,91.79347,61.08173,81.1563,0.355,0.3540833,0.353,0.337,0.329,0.33358335,17.42,17.4,17.407084,25.43,17.969105,11.539105,13.8028555,8.36,13.366252,6.462535,0.9929695,2.8059883,0
18.208334,3923,3.4434035,93.22908,54.48609,78.42942,0.354,0.35391673,0.353,0.344,0.336,0.34033334,17.4,17.38,17.387503,27.3,18.479105,10.7091055,13.847855,8.41,13.977917,7.9413385,0.8246012,3.2800655,0
0.16666667,5772,4.3275366,97.545135,35.00887,67.70562,0.354,0.3538334,0.353,0.347,0.343,0.345125,17.37,17.35,17.361666,29.07,22.849106,7.6191053,14.76202,3.47,13.609166,15.683484,0.22110176,5.9349017,0
0.5833333,6026,4.6749287,88.7256,30.69783,58.718822,0.353,0.35187504,0.341,0.343,0.338,0.3417083,17.35,17.32,17.334997,29.95,24.289104,7.5391054,16.033272,2.53,13.868332,18.244469,1.0098314,8.003723,0
8.666667,5760,4.5798364,85.39901,33.566677,59.798492,0.341,0.3408334,0.34,0.338,0.331,0.33566663,17.32,17.3,17.30958,31.1,24.889105,9.409105,16.856188,2.61,13.932919,18.327217,1.5221901,8.113744,0
