Nubosidad alta [alta capa], Radiación de onda corta directa, Evapotranspiración de referencia de la FAO [2 m], Humedad relativa [2 m], Humedad del suelo [28-100 cm de profundidad], Humedad del suelo [7-28 cm hacia abajo], Temperatura del suelo [100-255 cm abajo], Temperatura, Temperatura [elevación de 2 m corregida], Déficit de presión de vapor [2 m], Incendio
58.458332,1396,2.3116467,55.649532,0.21554166666666666,0.17763888333333333,16.524305666666667,11.999166333333335,12.433549333333332,7.0943131,0
0.0,4591,3.6226664,42.06267733333333,0.21672223,0.17788888666666666,16.49402866666667,14.512639,14.304244133333334,10.975872766666667,0
11.041667,4186,3.6229696,35.973534,0.21747221333333333,0.17863887666666667,16.455417,15.018611333333332,14.875215933333331,11.8095381,0
8.833333,4638,3.7061598,43.12422409999999,0.21772221666666666,0.17908333333333334,16.42,16.156805333333335,15.837438666666669,12.696519333333333,0
1.0416666,4389,3.582172,47.834978666666665,0.2181111,0.18011111999999999,16.38444433333333,16.552499666666666,16.181327,11.5642614,0
0.0,4529,3.7411592,35.53424233333333,0.21736110666666666,0.17972221,16.349444333333334,16.173889333333335,16.0123,13.468934533333334,0
0.0,4746,3.98771,29.617639866666668,0.21872219999999998,0.18099999999999997,16.314999666666665,15.740694333333336,15.762438600000001,14.861134999999999,0
18.75,2908,2.5904644,55.130733666666664,0.2191111166666667,0.18047222999999998,16.284165666666667,16.099445,14.031605,7.225192466666667,0
53.791668,3556,3.0486536,59.666333333333334,0.21758331666666667,0.17949998999999997,16.25361,16.385555,14.718133,7.885603566666667,0
58.25,3059,3.0873752,55.220439666666664,0.21663889,0.17858333333333332,16.216526666666667,14.580833333333333,14.367716566666665,9.223991823333334,0
46.458332,4482,3.7315674,37.522118500000005,0.21600001333333332,0.17738889666666666,16.189999,15.929444666666669,15.827994666666667,12.4004709,0
0.45833334,4745,3.8752437,35.148304333333336,0.21479166333333333,0.17627779333333335,16.16027766666667,14.779860999999999,14.8317441,12.436010666666666,0
10.125,4068,3.6623187,47.43644799999999,0.21247220999999997,0.17411110999999999,16.133888666666664,15.735694999999998,15.835632333333335,11.2839551,0
43.291668,4510,3.5416334,46.32966033333333,0.21252776666666665,0.17334723333333332,16.104306333333334,15.214166666666669,14.689521866666666,10.878868466666667,0
0.45833334,4276,3.44667,47.133221999999996,0.21247220999999997,0.17344446333333333,16.075001,17.37013933333333,15.294799833333334,9.932562733333334,0
0.0,4648,3.6591892,49.93547933333334,0.21248610333333331,0.17336112,16.04514,16.497361333333334,15.192438533333332,11.424016433333335,0
20.625,4645,3.7455308,41.28924966666667,0.21174999333333333,0.17311113,16.02000066666667,16.230972333333334,15.407300166666667,12.303990999999998,0
33.833332,4276,3.5126822,53.634473333333325,0.21000000666666666,0.17236110666666668,15.994999666666667,18.47833233333333,16.520355,10.4909992,0
70.5,4485,3.8310323,42.59494333333333,0.21036111666666665,0.17336112,15.970971666666665,16.551666333333333,15.366466,12.301042333333335,0
84.708336,4175,3.7908554,29.493798833333333,0.21152775666666665,0.17449999000000002,15.950973,16.245833333333334,15.1571612,13.252505466666667,1
43.333332,4796,3.886123,32.748869,0.21249999333333333,0.17498611666666666,15.934860333333333,17.311528,15.553549666666667,12.986265433333335,0
33.541668,4929,4.0308337,28.078634866666665,0.21245833,0.1761389,15.915277666666666,17.38000033333333,16.628132866666665,15.484267666666666,0
0.0,5149,4.054996,26.060649333333334,0.21205555666666664,0.17625000999999998,15.900416333333334,15.582222666666667,15.760771733333334,14.958208333333332,0
36.583332,4949,3.7734067,32.251202000000006,0.20944443666666665,0.17944444333333331,15.885417333333335,16.983472666666668,16.075632566666666,13.981674499999999,0
80.458336,2829,2.7449596,51.150688,0.21147221666666668,0.18094445,15.870693666666668,15.297638666666666,14.472855000000001,7.8604721,0
6.625,4669,3.7235098,59.11279933333333,0.21099999333333333,0.17891668000000002,15.859167333333332,17.530277666666667,15.207854666666668,9.740693,1
12.041667,4657,3.639126,56.31814333333333,0.20902777333333333,0.17502779666666668,15.844860666666667,16.728333333333335,14.679243600000001,9.071206213333333,0
7.7916665,4708,3.817212,52.38731133333334,0.20636111333333332,0.17199999666666665,15.829861,16.52250066666667,15.049383433333334,10.182491333333333,0
16.833334,3163,2.9942005,61.95262866666667,0.20611111333333332,0.17199999666666665,15.815278000000001,15.380556,14.437160333333333,7.026960233333334,0
17.625,1715,2.058517,72.29336666666667,0.20447222666666665,0.17150000333333335,15.804582000000002,15.859723,14.087577000000001,4.594907453333334,0
0.75,3549,3.0943518,62.860898666666664,0.20413887666666666,0.1725416833333333,15.790416333333333,17.209722333333335,13.691882666666666,6.772243266666667,0
25.458334,5065,4.0697126,45.255745999999995,0.2030000066666667,0.17277777666666663,15.775554666666665,15.111111333333332,14.893410799999998,12.318866566666665,0
50.666668,5038,4.279624,31.852442333333332,0.2030000066666667,0.17156943333333333,15.764862,15.836528000000001,15.730077,13.456309333333332,0
66.166664,4510,4.1519685,36.821423333333335,0.2040833333333333,0.17259722333333335,15.749304666666667,17.144721999999998,16.648965099999998,14.185360666666666,0
25.708334,5092,4.2461195,43.31612033333332,0.20708334333333334,0.17572220666666669,15.730972666666666,17.704166333333333,16.834660666666664,12.834455400000001,0
0.041666668,5120,4.170816,49.91826833333334,0.20858335666666664,0.17700000999999999,15.715554666666668,17.384445,15.577159433333334,12.171897433333333,1
5.2083335,4658,3.8812072,52.09824666666666,0.20731944333333333,0.17466668666666665,15.705001666666666,17.580693999999998,15.539800233333333,10.295448933333333,0
4.8333335,4120,3.638027,56.70316233333333,0.2045,0.17050001333333334,15.694861333333334,18.149028333333334,16.26924433333333,9.981725066666666,0
1.5833334,4881,4.0869756,53.520563,0.20447222666666665,0.17047223333333336,15.685138,18.396806,16.2718825,11.012490233333333,0
1.125,4910,4.176698,49.923104333333335,0.20352778666666663,0.17000000666666668,15.679998666666668,18.229166166666666,16.561742999999996,11.5384324,0
9.291667,2559,2.5862012,69.29357,0.20372222666666664,0.16947220666666665,15.674861333333334,16.86736133333333,14.998132666666665,5.119003066666667,0
21.958334,4592,3.806704,62.86580333333333,0.20411111666666668,0.16865276333333334,15.675278,17.851665999999998,15.703410433333332,8.5582909,0
35.458332,4321,3.801703,60.267471,0.20263890000000004,0.16619444333333333,15.670001,16.778333333333336,15.704105333333333,8.675913733333333,0
27.708334,2106,2.770354,62.666697,0.20154166666666665,0.1653611,15.670001,17.181110999999998,15.602577000000002,7.265404433333333,1
8.75,4691,3.9130003,55.96230566666666,0.20147223000000003,0.16599998333333335,15.670001,18.438472666666666,16.236189333333332,9.974364866666667,1
18.666666,5259,4.619584,47.10316399999999,0.20031945333333334,0.16547221333333334,15.670001,17.610555,16.652856,12.992409099999998,1
32.541668,4353,4.0957046,49.545088,0.19799999000000001,0.16427777333333335,15.674305333333335,18.343194666666665,16.210771333333334,11.048288033333334,0
14.916667,4048,3.734508,56.53918133333334,0.1984861033333333,0.1628611,15.679998666666668,18.694028,16.134660666666665,9.162738666666666,1
21.708334,4427,3.9363072,55.264743,0.19827776333333333,0.16400000666666667,15.679998666666668,18.806805333333333,16.183965833333332,10.2268329,0
51.333332,4102,3.664968,57.25539799999999,0.19752777333333335,0.1645,15.685277999999998,19.123611,16.357438666666667,8.277167766666667,0
50.041668,3667,3.3599687,63.233002666666664,0.19836109999999998,0.16472222333333333,15.690000499999998,17.875139,15.105632666666667,6.9614999,0
38.291668,4454,4.0227447,49.73011833333333,0.19936109000000002,0.16636109666666668,15.696112333333334,17.63444433333333,16.844105666666668,10.909989266666669,0
52.791668,2894,3.2670906,52.441776000000004,0.20034721666666666,0.16647220666666665,15.704582333333335,17.529860333333335,14.732299333333332,7.942075333333334,0
56.458332,1982,2.2701747,67.35026733333332,0.19986109999999999,0.16833333333333333,15.709999666666667,12.725138999999999,13.543966333333335,4.733579766666666,0
30.333334,3633,3.2947624,66.64064433333334,0.20188888333333335,0.1753194433333333,15.72,17.268055333333333,14.025217,6.1818002566666665,0
68.958336,3397,3.3739924,64.35560333333332,0.20247221333333335,0.18029167333333332,15.72,16.857361333333333,14.751744000000002,6.91721038,0
9.333333,4725,3.9485261,61.83298466666667,0.20150000333333332,0.18405554333333332,15.72,16.42513866666667,14.809799333333332,8.368173186666667,0
10.875,5055,4.2058682,54.279354000000005,0.20252778999999999,0.18643057,15.715832666666666,16.881805,14.901465533333335,9.056164733333334,0
7.4583335,5760,4.7152743,45.038716666666666,0.20333333666666667,0.18643055,15.709999666666667,16.535833333333333,15.936327233333335,12.343722366666666,0
1.7083334,5839,5.132859,35.662288333333336,0.20608332666666665,0.18236110333333333,15.709999666666667,17.448472666666667,16.848965433333333,14.383790666666664,1
8.083333,5331,4.7486186,39.756241,0.208,0.18300001,15.709999666666667,17.862360666666667,16.508272,13.384996866666667,0
10.875,5379,4.590136,46.816857666666664,0.20711109333333333,0.18223611333333334,15.704723000000001,19.353333333333335,16.863410666666667,12.755035733333335,0
6.5833335,5477,4.747458,44.416568000000005,0.20563889666666665,0.1802777733333333,15.703612,19.949027333333333,17.373827,13.814663066666668,1
4.7083335,5612,5.0308127,47.440439000000005,0.20344444000000003,0.1791389,15.706110666666667,20.539444,18.119938,13.494086000000001,0
15.75,5371,4.636939,53.330342333333334,0.20461110000000002,0.17944444333333331,15.709999666666667,20.380972333333332,17.525772,10.7614775,0
21.416666,5195,4.6963105,52.86791466666667,0.20575000333333335,0.18084721333333334,15.716389,20.441111,17.61743866666667,11.383543233333333,1
22.0,5340,4.5430846,51.28362566666667,0.20312501333333333,0.17847222333333335,15.734303666666667,20.897221666666667,17.525910333333332,11.2820457,0
28.875,5017,4.403263,48.79561933333334,0.20247221333333335,0.17799999666666666,15.749166666666667,21.416666666666668,18.019521333333334,11.126309133333335,0
18.541666,4685,4.1073623,55.557223666666665,0.20163888333333335,0.17799999666666666,15.765138,19.376805333333333,16.338689000000002,8.716105533333334,0
11.166667,4823,4.289238,53.888015,0.19994442333333332,0.17747222666666665,15.788888666666665,21.607778,17.638549,10.542997666666666,0
16.208334,5518,4.763346,54.735203666666656,0.19847221666666667,0.17663890000000002,15.810139333333334,22.429166666666664,18.335494666666666,11.375393533333332,0
27.375,5972,5.085378,47.952212,0.19902777666666668,0.1761389,15.836250666666666,22.481110666666666,19.57243933333333,14.333648266666666,0
33.416668,5376,4.9131103,48.465211333333336,0.1969444366666667,0.17447221999999998,15.87,22.872223333333334,19.858411,14.128444199999999,1
4.0,6080,5.269288,51.517241333333324,0.19627778666666665,0.17386113,15.905139666666669,22.556111,18.890772666666667,12.893756300000002,0
23.666666,5287,4.82976,49.87119833333333,0.19286111666666664,0.17447221999999998,15.948471833333334,23.33458333333333,19.29105033333333,12.976482633333333,1
71.333336,3917,4.087885,51.47679233333334,0.18947221,0.17363889333333335,15.989445000000002,21.946806,18.460356166666667,10.676805566666665,1
41.75,5079,4.7280054,53.64292766666667,0.18936110000000003,0.17191667999999996,16.034444333333333,23.262221999999998,18.975077,11.827775533333332,1
54.541668,4407,4.4114714,52.97062,0.18965278333333332,0.16927778666666668,16.08,22.84597266666667,19.107439,11.471247666666665,1
21.208334,4880,4.4343204,57.04893333333333,0.1907222333333333,0.16836111,16.125416666666666,22.165000666666668,17.803966,9.731681400000001,1
16.708334,5887,5.1314216,51.267304,0.1915000033333333,0.16936110000000001,16.170833000000002,23.345,19.444104333333332,13.873505133333333,1
65.208336,1823,2.7027435,66.35649666666667,0.19199999,0.17000000666666668,16.220138333333335,17.691388666666665,14.670910999999998,6.058060833333333,0
31.333334,5950,5.0676956,49.35388033333333,0.19091666333333332,0.17000000666666668,16.265416333333334,22.776111333333333,17.784938333333333,12.532499866666667,1
60.041668,6214,5.2950115,51.17057500000001,0.18936110000000003,0.17072222999999997,16.309861333333334,23.089445,18.151883666666667,13.241738866666667,0
44.083332,5273,5.0771675,52.52991600000001,0.18949998666666668,0.17199999666666665,16.355000333333333,23.152916666666666,18.317716333333333,12.671890066666668,1
54.958332,4739,4.6824965,50.106428666666666,0.18949998666666668,0.17288890333333332,16.399861333333334,23.226944333333332,19.220494666666664,12.377971533333335,1
60.5,4014,4.262682,52.879806333333335,0.18947221,0.17443055666666665,16.448888333333333,21.943055,17.907021333333333,9.9954296,0
47.583332,5413,4.889032,49.02708466666667,0.18827776,0.17411110999999999,16.494584,23.07041666666667,19.047022333333334,12.713620433333332,1
70.875,4602,4.913013,47.176393999999995,0.18620835000000002,0.17227779,16.540139,23.138193333333334,19.299104999999997,13.978831399999999,1
74.125,4334,4.9783897,46.925657,0.18436111,0.17050001333333334,16.589860666666667,23.656944333333332,20.143826666666666,13.735003599999999,1
19.458334,6791,5.8343587,42.233289000000006,0.18486110666666666,0.17027777666666669,16.635833333333334,24.33736066666667,20.546883333333334,17.185011266666667,1
27.291666,5955,5.2577243,49.374673,0.18499999666666667,0.16886111,16.685000333333335,23.718333,18.853548333333332,13.008859,1
78.166664,5822,5.406749,50.74333333333333,0.18563889999999997,0.17000000666666668,16.734861,22.349166666666665,18.686328333333332,12.947055566666668,0
91.0,4556,4.984731,50.03775266666667,0.1845,0.16891667333333335,16.785555,22.691945,18.538410333333335,12.304299266666668,0
68.666664,5768,5.4902043,50.897511,0.18572220333333334,0.16647220666666665,16.836249,23.407777333333332,19.78146633333333,13.280734999999998,1
59.875,6446,5.9529557,48.320162,0.18699999666666667,0.16599998333333335,16.890000333333333,24.758611333333334,21.06882733333333,15.988093533333332,1
75.166664,6955,6.0806594,45.38215033333333,0.16572222,0.15919444333333332,16.775555666666666,25.214166333333335,20.931743,16.951773466666666,1
64.416664,5185,4.9694014,52.81758566666667,0.16663889333333334,0.15527776666666668,16.830972,25.329999333333333,20.955771000000002,12.636711133333334,1
43.0,5101,4.907493,56.24291766666667,0.16563887333333335,0.15547222666666669,16.890834,25.32375,20.069799333333332,11.981959666666668,0
83.875,4141,4.800951,46.52528433333333,0.16572222,0.158,16.951111,25.485972,20.871605666666667,14.296848666666667,0
89.0,3682,4.221722,57.03507299999999,0.16649998666666668,0.15694443,17.015139,24.01138933333333,18.840078166666668,10.1687035,1
97.958336,2378,4.046893,50.84317633333333,0.16700001333333334,0.15599998666666667,17.079583333333332,22.83611,18.793132666666665,11.178903,1
84.208336,4253,5.3722625,39.32870166666667,0.16484723333333332,0.1538333266666667,17.140000333333333,25.230416,20.598966666666666,16.108973733333332,1
36.583332,6789,5.928008,37.54163766666667,0.16147222000000003,0.15036112,17.195972,23.620556000000004,19.472021666666667,16.05562906666667,1
56.416668,4914,5.0459332,51.31181566666667,0.16050001,0.15100000333333333,17.254860000000004,25.522501000000002,19.972023,12.928301866666667,0
7.0833335,5999,5.4481106,52.618254,0.16047223333333335,0.15061111666666668,17.310555000000004,24.819305666666665,20.023687666666667,13.534664566666669,1
26.375,3258,3.911254,58.514273333333335,0.1605694466666667,0.15050000333333333,17.36958333333333,21.659582333333333,17.96855,8.976179933333333,0
77.416664,1800,3.0145998,68.93614866666667,0.16265278000000002,0.15055555666666667,17.42527833333333,16.779721666666664,14.671605999999999,4.836381766666666,0
25.833334,4118,4.3120365,62.76058633333334,0.16363889666666667,0.15041666333333334,17.476110000000002,21.01402733333333,17.380632333333335,8.6725158,0
46.291668,5632,5.298517,51.17663233333334,0.16408334333333333,0.14980556666666667,17.529028666666665,24.12680466666667,19.177854999999997,12.190322333333333,1
78.916664,5551,5.1975517,51.853481666666674,0.16652778666666668,0.15209720000000002,17.570832666666664,22.633472333333334,19.466327333333336,12.581874233333332,0
40.916668,3988,4.0866423,58.36321233333334,0.16700001333333334,0.15358334333333334,17.61916666666667,20.171389333333334,17.9423,8.541148999999999,0
73.5,4035,4.408315,60.490111000000006,0.16647220666666665,0.15400000333333333,17.659862,22.50763866666667,18.396328,9.739568,0
21.166666,5650,5.230787,52.646500333333336,0.16491665666666666,0.15329167,17.70055533333333,24.35777733333333,19.682716666666668,12.546110466666667,0
4.4166665,6829,5.9052815,50.14979033333333,0.16300001666666666,0.15100000333333333,17.740834000000003,24.906110666666667,20.633549666666667,14.471199633333333,1
0.041666668,7871,6.425349,39.74362996666667,0.16251388666666666,0.15172222666666665,17.78513866666667,25.267916666666668,21.422161,20.210261266666667,1
17.25,5634,5.6007724,51.06060233333333,0.16147222000000003,0.15247221,17.829305666666666,25.688888666666667,21.397022000000003,13.716999399999999,1
59.375,5530,5.641109,51.431954,0.16149999333333334,0.15033331666666666,17.874722666666667,27.648194999999998,21.257716666666667,14.613948066666666,0
58.541668,6457,6.1093082,47.228588333333335,0.16063889,0.14563888,17.924305333333333,26.511944333333332,21.302160999999998,16.2502738,0
37.0,7107,6.4295697,42.907094,0.15891667666666667,0.14427777666666666,17.974721666666667,26.325833333333335,21.40910633333333,16.827251566666664,1
15.166667,7287,6.428002,46.34578066666666,0.15627779,0.14263889999999999,18.029861,26.274166666666662,21.080217666666666,15.6986694,1
25.583334,7416,6.472134,48.59208933333334,0.15499999666666667,0.14075000000000001,18.088888,26.245138666666666,21.224383,15.683872766666667,1
33.333332,7191,6.7169766,44.19607466666667,0.15522222666666666,0.13936110333333332,18.148472666666667,26.172362333333336,21.876327,17.579504333333333,1
43.041668,5685,5.7161903,47.302201,0.15834721666666665,0.1414444566666667,18.208750333333334,27.896109999999997,21.256466,14.973268166666665,0
26.791666,6571,5.97821,48.61865333333333,0.16002777999999998,0.14219445333333333,18.269722333333334,26.14263766666667,21.484521666666666,15.627713,1
37.666668,3500,3.9036777,65.74995433333333,0.15758333333333333,0.13938888000000002,18.334444666666666,22.760139666666664,17.692717000000002,6.699637433333334,0
96.958336,3545,4.438635,62.83917566666667,0.15852776666666668,0.14099999666666665,18.399028333333334,22.135416666666668,19.011327666666666,8.518366466666668,0
86.958336,3743,4.4476695,58.48365233333333,0.15827777,0.14306945666666668,18.455417,23.371527,19.376049666666667,9.472556566666668,0
94.375,2730,3.5960038,67.96289766666666,0.15700001666666666,0.1438889,18.514305,20.158611333333333,17.501466499999996,6.122386933333334,0
69.791664,5236,5.268958,60.15066933333333,0.15772223333333335,0.16002777999999998,18.56458233333333,21.461111333333335,18.599799666666666,10.089709966666666,0
26.958334,5974,5.4552336,59.25018433333333,0.1585,0.17454166666666668,18.609861,22.08361066666667,18.863826666666665,10.270950433333335,0
64.333336,6720,5.911501,52.266322,0.15899998666666668,0.17698612333333333,18.650139,22.6575,19.752160999999997,13.480420133333332,0
65.25,5581,5.779554,50.19363066666667,0.15950000666666667,0.1784999833333333,18.68986166666667,24.195278000000002,20.841466999999998,13.566155666666667,0
61.708332,5953,5.635249,55.030503,0.15899998666666668,0.17752778333333333,18.729999333333335,25.349026999999996,20.571188666666668,12.860844366666667,0
69.333336,3876,4.444518,63.36180833333333,0.15863888,0.17652778333333333,18.765693333333335,23.291805666666665,19.547854,8.652716100000001,0
92.208336,5228,5.382564,55.40618466666666,0.158,0.17698612333333333,18.804583666666666,25.407082333333335,20.712855,12.172404,0
76.291664,5194,6.1077237,46.458462999999995,0.15727777333333334,0.1759583366666667,18.840971999999997,26.163888,22.369799333333333,16.900219666666665,0
77.125,4578,4.920099,54.46402633333333,0.15563887666666668,0.17174999,18.881251,25.527778,21.037716333333332,11.918280600000001,0
51.541668,5278,5.503538,53.75124300000001,0.15499999666666667,0.16805556,18.925138333333333,25.458749666666666,21.849243666666666,13.9400222,0
47.166668,6782,6.3526955,48.301679,0.15499999666666667,0.16547221333333334,18.97,27.32638833333333,22.06577233333333,16.134809166666667,0
23.833334,7880,7.0368533,43.373188199999994,0.15427777333333334,0.16427777333333335,19.015833333333333,28.500416333333334,22.900214333333334,19.754923066666667,0
76.291664,5511,5.7815313,51.423214,0.15359723333333333,0.16372223333333333,19.069582333333333,27.929445333333334,21.55368866666667,14.082720666666667,0
96.916664,2442,3.7416341,64.16895433333333,0.15436112000000002,0.16552776,19.124306666666666,23.351528000000002,19.264383,8.087640666666667,0
86.666664,3182,4.30356,60.64847933333332,0.15549998333333334,0.16509721666666669,19.176250333333332,24.388610333333332,20.40618866666667,10.932527333333335,0
74.125,6030,6.033103,51.725472,0.15536110333333333,0.16499999333333334,19.234305333333335,27.544028333333333,21.94591133333333,15.473639499999999,0
52.375,4991,5.235527,56.34705366666666,0.15547221666666666,0.16447223,19.284166666666668,25.570833333333336,21.945910333333334,12.780520000000001,0
10.041667,5943,5.793282,55.17525066666667,0.15463888666666667,0.16363889666666667,19.334306,26.541943333333336,21.655355,13.260046133333333,0
12.125,5970,5.7610455,52.350064,0.15363889666666666,0.16249999333333334,19.384584333333333,26.614444333333335,21.918132999999997,13.397369099999999,0
5.2083335,6263,5.6646557,57.92654833333333,0.15363889,0.16372223333333333,19.435139000000003,23.933333333333337,20.57104933333333,10.868987200000001,0
7.1666665,7833,6.780716,50.834657666666665,0.15372221333333333,0.16644444,19.485138666666668,26.72889066666667,21.622299666666667,16.47692066666667,0
24.0,7669,7.023461,47.07102366666667,0.15463888666666667,0.1684722266666667,19.53513866666667,27.189027333333332,22.48146566666667,17.584341866666666,0
92.583336,717,2.27171,65.527405,0.15363889,0.18899999333333337,19.585971666666666,19.027499000000002,18.567717,7.114903600000001,0
47.541668,4794,4.944918,63.054930000000006,0.15299998333333334,0.22456945000000003,19.639583333333334,20.945139,19.629382666666668,9.182903266666669,0
36.041668,3992,4.5705843,61.25113866666667,0.15336110333333333,0.23190276333333334,19.680695,21.022222,18.629245,9.378217733333331,0
96.708336,3552,4.536785,61.23851666666666,0.1529722166666667,0.23100000666666667,19.720278333333333,21.436944,19.175771333333334,9.595203166666666,0
83.0,5024,4.9505806,63.243436333333335,0.15227776666666668,0.22709721000000002,19.754029,21.869861333333336,18.91841033333333,8.8404069,0
98.333336,2523,3.611,70.22072666666666,0.15100000333333333,0.22499999333333331,19.779862333333334,20.365694333333334,17.110215999999998,5.590448466666667,0
58.291668,4959,4.8083963,66.01837599999999,0.15027778,0.22538887333333335,19.80125,21.99874966666667,18.902022,8.156243866666665,0
46.041668,6705,5.785187,58.07470766666666,0.14899999,0.22515277,19.82152566666667,22.653750000000002,19.912994333333334,11.054170666666666,0
43.458332,5072,5.499681,52.588867333333326,0.14988890333333335,0.22222224333333332,19.841111333333334,22.841528,20.146049,12.556543166666666,0
61.958332,5040,5.2108965,56.05643333333333,0.15100000333333333,0.22205557333333334,19.861110999999998,22.974861333333333,18.50841133333333,9.758509266666666,0
